ID,Status,Requested,ER - Priority,Subject,Request Status,Organization,Updated,Submitted Priority,RequestOverview,ER,Sentiment,Status,Commited version,Strategic,Impact,Technical,Resource,Market,Total
1717493,Open,3/12/2025 17:01,,Solution Link Window Enhancement,(2) Product Management Review,North Dakota University System,3/13/2025 13:45,Low,"John Schlosser reported an issue with the Solution Link button in Solution Manager, where the window that opens is cumbersome due to its layout and size, requiring excessive scrolling. He suggested allowing manual or automatic resizing of the window. Tuka Nabil from Upland Software acknowledged the request, confirmed that it was sent to the product team for consideration, and assured John that they would determine if it could be added to the product roadmap.",The enhancement request is to improve the Solution Link button in Solution Manager by allowing the window to be manually or automatically resized to reduce scrolling and improve usability.,Neutral,,,,,,,,0
1718456,Open,3/14/2025 1:28,Medium,"Streamline ""Copy To Clipboard"" Functionality Within Portal",(2) Product Management Review,Hitachi Vantara,4/15/2025 2:02,Low,"Matthew Griesinger from Hitachi Vantara Global Support raised a concern about the inefficiency of the 'Copy To Clipboard' functionality, which requires significant cleanup before use in communications. After discussions, it was determined that a customization or enhancement request would be necessary. Kyle Kremer from Upland Software acknowledged the request and initiated the process to submit an enhancement request to the services team. Matthew confirmed their preference for a specific solution and requested an estimate of PSP hours for implementation. The request was escalated to R&D and then to the product team for evaluation.","The enhancement request is to make the 'Copy To Clipboard' functionality more configurable, allowing users to customize what is copied. The preferred solution is to include only the title and URL, reducing the need for manual cleanup and improving user efficiency.","The overall sentiment is neutral to slightly positive, as the customer is hopeful for a solution but acknowledges the current inefficiencies. The urgency is moderate, as indicated by the non-urgent validation and ongoing follow-ups.",,,,,,,,0
1718590,Open,3/14/2025 10:36,,"SVB RFC: ""copy to clipboard"" functionality.",(2) Product Management Review,Vision Willow,4/17/2025 8:00,Normal,"Sander van der Moolen from Vision Willow B.V. requested a change to the functionality of copying a solution URL to the clipboard in the RightAnswers system. The request includes making the function configurable to allow copying only the URL without the title and removing unnecessary portal links. Mohamed Gamal Elsayed from RightAnswers Support acknowledged the request, asked for additional details, and forwarded the request to the product team for review. Sander later requested a status update on the enhancement request.",The enhancement request is to make the 'Copy to Clipboard' function configurable with options to copy only the URL without the title and to remove unnecessary portal links. This change aims to improve operational efficiency by allowing automatic conversion of URLs to clickable links in modern web applications.,"Neutral to slightly positive, with a sense of urgency for resolution.",,,,,,,,0
1723161,Open,3/21/2025 20:12,Medium,RAKE content to include additional information,(2) Product Management Review,LIXIL,4/8/2025 17:24,Normal,"The customer reported an issue where multiple items appear under RAKE content when searching a number on the portal, making it unclear which item is an installation manual, spec sheet, or parts diagram. This requires customers to click on each item to identify them. There is no current workaround. A ticket was supposed to be raised with the production team, but there was confusion about its status. The issue affects all users and is reproducible.","The enhancement request is to improve the search functionality on the portal so that items are clearly labeled as installation manuals, spec sheets, or parts diagrams, eliminating the need for customers to click on each item to identify them.",Frustrated and urgent,,,,,,,,0
1723192,Open,3/21/2025 20:51,,Share and Keyword Enhancements,(2) Product Management Review,North Dakota University System,3/21/2025 21:51,Low,"John Schlosser submitted a request with an attached file containing multiple requests from a colleague. Khaled Yehia then flagged the request for review, providing instructions for support and product management teams to process the enhancement request and respond within the SLA.","The request involves reviewing multiple enhancement requests submitted by a colleague, as detailed in the attached file.",Neutral,,,,,,,,0
1726741,Open,3/28/2025 11:43,Low,SVB: Swapping the order of the fields in a solution template,(2) Product Management Review,Vision Willow,6/25/2025 10:47,Normal,"Sander van der Moolen from Vision Willow B.V. requested the ability to swap the order of two fields in the SVB KCS template. The current system does not support this functionality, and the only available method is to create a new template and manually transfer content. Anita Durka from Upland Software's support team communicated with the R&D team, confirming that the fields' order is tied to how content is saved in the database, making it unchangeable without creating a new template. A workaround involving XML export and import was suggested but deemed risky and not feasible for bulk operations. Sander suggested an enhancement request to allow field order changes without affecting the database index, which Anita agreed to submit to the product team.","The enhancement request is to allow users to change the order of fields in a solution template without creating a new template or affecting the database index. This would involve adding a column to the solution table for field order, enabling users to reorder fields through the Solution Manager interface.",Neutral,,,,,,,,0
1731806,Open,4/7/2025 13:30,,Ability for Authors to make edits to certain fields without having to create revision/send through workflow,(2) Product Management Review,"Paychex, Inc.",4/7/2025 14:57,Normal,John Quinmore requested the ability for Knowledge Authors to edit non-content related fields in solutions without requiring approval workflows. Farida Hesham documented the request and submitted it to the product team for consideration.,"Enable Knowledge Authors to edit non-content related fields such as keywords, refresh date, author, collection, workgroup, knowledge quality, taxonomy, and attribute without requiring a revision and approval workflow.",Neutral,,,,,,,,0
1731838,Open,4/7/2025 14:01,,In Solution Manager Have flags and unresolved comments carry over to revisions,(2) Product Management Review,"Paychex, Inc.",4/7/2025 15:00,Low,John Quinmore requested a feature enhancement for the Paychex system to carry over unresolved comments/flags to a revision when someone flags/comments on a solution with changes. This would allow users to resolve these issues in the revision and receive notifications of updates. Farida Hesham documented the request and submitted it to the product team for review.,"The request is to enable unresolved comments/flags to be carried over to a revision when changes are flagged or commented on, allowing users to resolve them in the revision and receive notifications of updates.",Neutral,,,,,,,,0
1732925,Open,4/8/2025 20:33,,Which Solution Manager roles is this function available for?,(2) Product Management Review,"Celonis, Inc.",4/9/2025 13:12,Normal,"Michelle Stumpf inquired about access permissions for a functionality in Solution Manager, initially believed to be admin-only. Sakshi Jindal confirmed that the feature is accessible to approvers and admins, not custom roles. Michelle requested an enhancement to enable this feature for custom roles, which was forwarded to the product team for consideration.","Enable quick actions/mini bulk edit functionality for custom roles, specifically for KCS Publishers and Knowledge Domain Experts, who currently lack access and rely on admin permissions as a workaround.","Neutral to positive, with a sense of urgency due to the impact on workflow efficiency.",,,,,,,,0
1732977,Pending,4/8/2025 22:22,Low,"Set ""Save as New Revision"" as Default Button Option When Modifying a Validated Solution",(3) Needs Customer Feedback,Hitachi Vantara,6/5/2025 16:33,Low,"Matthew Griesinger requested a feature to set 'Save as New Revision' as the default save type for Validated/Published/Approved articles, instead of 'Minor Modified', to enforce creating drafts rather than modifying directly. The request was reviewed and deemed not urgent. Upland Software's support team, including Alaa Fadel and Kyle Kremer, engaged with Matthew to gather more details and guide him through the enhancement request process. Despite reminders, Matthew delayed providing the necessary information. Stephen Harley later clarified the request, indicating it involves custom roles with edit access.","The enhancement request is to change the default save action to 'Save as New Revision' for users with custom roles that have edit access to Validated/Published/Approved articles, ensuring drafts are created instead of direct modifications.",Neutral,,,,,,,,0
1732985,Open,4/8/2025 22:49,Low,"Workflow Action to ""Notify"" with Custom Message",(2) Product Management Review,Hitachi Vantara,4/10/2025 13:18,Low,"Matthew Griesinger inquired about setting a workflow action to send customized notification messages with options to 'Notify, Do not save' and 'Notify, Save'. The request was reviewed by support staff, and it was determined that the functionality is not currently possible and unlikely to be adopted by the product team. Matthew requested to close the request. Farida Hesham later confirmed the receipt of the request and forwarded it to the product team for consideration.","The request is to enable a workflow action that allows sending customized notification messages with options to 'Notify, Do not save' and 'Notify, Save', aimed at building workflow rules to enforce and correct user behavior.",Neutral,,,,,,,,0
1736286,Open,4/14/2025 23:14,,Re: RAKE Content for Support Agent,(2) Product Management Review,LIXIL,5/5/2025 20:36,Normal,"Kyle Kremer initiated a new request for review, tagging support and product management teams to ensure proper submission and follow-up. Anupama Vallamsetla was mentioned to provide further details on the request. Karim Wael later inquired about updates on the request.","The exact enhancement request details are not provided in the chat history. Anupama Vallamsetla was expected to fill in the details, but no further information is available.",Neutral,,,,,,,,0
1742148,Open,4/25/2025 12:40,,"SVB & Novonesis: RAX capture knowledge, solution title",(2) Product Management Review,Vision Willow,6/25/2025 10:45,Normal,"Sander van der Moolen reported an issue with the 'Capture Knowledge' function in RAX, where the solution title defaults to the browser tab name instead of the search text. After several discussions and tests, it was determined that this behavior is hardcoded and not configurable within RAX. The issue was escalated as an enhancement request to the product team for future updates.",The enhancement request is to change the 'Capture Knowledge' behavior in RAX so that the solution title uses the search text instead of the browser tab name.,Neutral to Positive,,,,,,,,0
1743591,Open,4/28/2025 21:50,Medium,Archived Comments,(4a) Under Consideration (Not Planned),Fiserv/First Data Corporation,8/14/2025 5:19,Normal,"Khaled Yehia submitted an enhancement request on behalf of Fiserv, requesting that the status of archived comments remain unchanged when replied to via email. The current process requires manual re-archiving, which is error-prone. Amanda Franklin followed up multiple times for updates. Siva Prasath Sivakumar confirmed the request was added to the product ideas list but faced issues replicating the problem. The request was eventually closed after Amanda confirmed a better understanding of the issue.","The enhancement request is to ensure that when a 'RightAnswers - You have a reply to a comment' email is responded to, the status of the original comment in the portal remains unchanged, specifically that archived comments stay archived.","The overall sentiment was initially frustrated due to delays in updates, but it improved after receiving confirmation that the request was considered for future implementation.",,,,,,,,0
1744875,Open,4/30/2025 16:36,,SSO Map Collection Access for Custom Author Roles,(2) Product Management Review,Virginia Commonwealth University,5/1/2025 20:08,Normal,"Will Conn requested a feature to manage 'private' collections using LDAP groups for access control, similar to SSO collection mapping, to avoid creating multiple author roles. Alaa Fadel acknowledged the request and collected additional information to forward it to the product team for review.","The request is to implement a feature that allows the use of LDAP groups managed by an IdP to restrict access to 'private' collections in RightAnswers, similar to the existing SSO collection mapping feature.",The customer sentiment is generally positive towards the support received but expresses urgency and dissatisfaction with the current workaround.,,,,,,,,0
1745373,Open,5/1/2025 11:45,,Add table filtering functionality,(2) Product Management Review,Lely Consulting,6/18/2025 8:54,Normal,"Milan De Koning requested a feature to filter large tables by specific products, similar to Excel's filtering functionality. Sakshi Jindal from support acknowledged the request and forwarded it to the product team for review. Jane Reynolds later inquired about the status of this enhancement request.","The request is to add a filtering functionality to large tables in the system, allowing users to filter by specific products. This feature aims to improve the efficiency of technicians by making searching and filtering easier.",Neutral,,,,,,,,0
1749707,Open,5/8/2025 18:05,Low,RightAnswers Upland Analytics Report,(2) Product Management Review,Hitachi Vantara,5/8/2025 18:08,Normal,"Farida Hesham from Upland Software Support communicated with Matthew regarding an enhancement request. The request involves tracking specific actions ('Copy to Clipboard,' 'Expand All,' 'Collapse All,' and 'No') in the Action Logging report within Upland Analytics. Farida collected additional information from Matthew and submitted the request to the product team for review. Matthew is a Platinum customer, and the request was handled with priority.","The enhancement request is to track 'Copy to Clipboard,' 'Expand All,' 'Collapse All,' and 'No' as actions in the Action Logging report within the 'Action' column of Upland Analytics reports. This is intended to help clients track more detailed action logging.",Positive,,,,,,,,0
1751151,Open,5/12/2025 13:30,,Table of Content,(2) Product Management Review,Air France - KLM,6/17/2025 13:06,High,"Gilles Morris requested an improved Table of Contents (TOC) display for the knowledge base, aiming for a cleaner, more scannable layout with distinct styling for titles and subtitles. Mark Bottles from customer support asked Gilles for more details, which Gilles provided, outlining the business impact and current workarounds. The request was then forwarded to the product team for consideration.","The request is to implement an improved TOC display in the knowledge base with one line per title or subtitle, using indentation and styling (bold, italic, color) to differentiate between titles and subtitles. The goal is to create a clear visual hierarchy to enhance information retrieval, reduce training time, decrease errors, and improve multitasking capabilities for customer service agents.","Positive with a sense of urgency, as the request promises substantial operational improvements and cost savings.",,,,,,,,0
1751155,Open,5/12/2025 13:31,,Hide codes and hidden text,(2) Product Management Review,Air France - KLM,6/9/2025 11:18,Normal,"Gilles Morris requested a feature enhancement to dynamically filter the Table of Contents (TOC) in their knowledge base system so that it only displays links to visible content. Mark Bottles from customer support gathered detailed requirements and business impact from Gilles, which included preventing dead links and ensuring TOC visibility matches content visibility based on user roles and permissions. The request was forwarded to the product team for consideration.","The request is to implement a dynamic TOC that only includes links to content visible to the user, based on their role, business line, or permissions. It should apply conditional logic to both TOC and content, prevent dead links, support role-based rendering, and handle errors by hiding TOC entries.","The overall sentiment is negative due to the inefficiencies and confusion caused by the current system. The urgency is moderate to high, given the impact on user trust and operational efficiency.",,,,,,,,0
1751169,Open,5/12/2025 13:36,,Collapsible headers,(2) Product Management Review,Air France - KLM,5/16/2025 7:13,Normal,"Gilles Morris requested the implementation of collapsible headers for better organization of content, which should be searchable using Ctrl+F. Mark Bottles from customer support responded with a request for more detailed information, which Gilles provided. The request was then forwarded to the product team for consideration in future releases.","The request is to implement collapsible headers for all major sections in documentation, with features such as default behavior configuration, visual indicators, keyboard accessibility, deep linking, and mobile compatibility. Optional features include an 'Expand All/Collapse All' button, session state saving, and analytics integration.",Positive with a sense of urgency,,,,,,,,0
1751183,Open,5/12/2025 13:39,,Flexible tables,(2) Product Management Review,Air France - KLM,6/17/2025 13:11,High,"Gilles Morris reported issues with the newly designed tables in the system, highlighting their lack of flexibility and instability, particularly in supporting pictures. Mark Bottles from customer support requested additional information from Gilles to better understand the requirements. Gilles provided a detailed response outlining the need for features such as inline editing, rich text formatting, inline images, responsive tables, and more. Mark acknowledged the receipt of the information and forwarded the request to the product team for consideration. Jane Reynolds later inquired about the status of the request.","The enhancement request (ER) is for a more flexible and feature-rich table functionality within the system. The requested features include intuitive inline editing, rich text formatting, support for inline images, responsive design for various devices, styling and conditional formatting, copy-paste compatibility, version history, accessibility features, export/embed options, and smart templates. These enhancements aim to improve operational efficiency, clarity, and usability for agents using the knowledge base.","The overall sentiment of the customer is one of frustration due to the limitations of the current system, but there is also hope for improvement with the submission of the enhancement request. The urgency is moderate to high, given the impact on operational efficiency and customer service.",,,,,,,,0
1751188,Open,5/12/2025 13:42,Low,Upload,(3) Needs Customer Feedback,Air France - KLM,6/2/2025 19:17,Normal,"Gilles Morris reported issues with the automatic upload of Word documents into the knowledge management (KM) tool, seeking a seamless import process. Mark Bottles from customer support requested additional details to understand the requirements better. Gilles provided a detailed explanation of the desired functionality and the business impact of the current limitations. Mark suggested raising a support ticket with specific examples, but Gilles needed more time to gather details. Stephen Harley provided background on the current import limitations and suggested using the HyperSTE Chrome Extension directly. The ticket was auto-solved due to inactivity, but Gilles requested it to be reopened for further discussion with the KM team.","The request is to enhance the automatic upload feature for Word documents in the KM tool to ensure seamless import. The system should convert Word files into structured, editable content while preserving formatting, images, and links. It should also allow editing, metadata tagging, and support permissions and version control to integrate content fully into the KM ecosystem.","Frustrated but hopeful for a resolution, with moderate urgency to address the inefficiencies.",,,,,,,,0
1751632,Open,5/12/2025 21:27,,Knowledge Quality,(2) Product Management Review,"Celonis, Inc.",5/13/2025 11:12,Normal,"Michelle Stumpf requested enhancements to the Knowledge Quality (KQ) functionality in RightAnswers to improve its effectiveness and usability. The enhancements include making KQ role-based, adding an 'Apply & Lock' capability, tracking who submitted KQ scores, and providing actionable reporting features. Mohamed Gamal Elsayed acknowledged the request and asked for additional details, which Michelle indicated had already been provided.","The request is to enhance the Knowledge Quality feature by making it role-based, adding a locking mechanism for scores, tracking score submissions, and providing detailed reporting capabilities to improve management and measurement of knowledge quality.",The overall sentiment is negative due to the limitations of the current system and the inefficiency of the workarounds. The urgency is high as these issues impact KPI reliability and knowledge management.,,,,,,,,0
1751649,Open,5/12/2025 22:04,,Solution Manager Flexibility / Configurability,(2) Product Management Review,"Celonis, Inc.",5/13/2025 11:11,Normal,"Michelle Stumpf requested enhancements for Solution Manager to better support a KCS environment. The current UI is too rigid, with irrelevant queues and filters that do not align with topic-based workflows. Mohamed Gamal Elsayed acknowledged the request and asked for additional details, which Michelle indicated were already provided. The request was then escalated for review.","The request is for greater flexibility and configurability within Solution Manager to support KCS workflows. This includes the ability to customize or hide UI elements, align filters and statuses with KCS processes, and improve visibility and usability of the Solution View.",Frustrated and urgent,,,,,,,,0
1752084,Open,5/13/2025 14:54,,[Enhancement Request] Readability Analysis - Ignore Fields,(2) Product Management Review,Virginia Commonwealth University,5/13/2025 18:32,Low,"Will Conn requested the ability to select certain template fields to ignore during Readability Analysis calculations. Alaa Fadel acknowledged the request, provided a brief explanation of Readability Analysis, and forwarded the request to the product team for consideration.",The request is to add a feature that allows users to select specific template fields to be ignored during Readability Analysis calculations.,Neutral,,,,,,,,0
1752132,Open,5/13/2025 15:23,Medium,Airbnb - API markdown,(2) Product Management Review,AirBnB,7/16/2025 7:31,Normal,"The chat history revolves around a request to investigate REST methods needed to provide markdown in rich text fields for all solutions. Initially, there was confusion as the ticket was mistakenly routed to Support instead of being processed as an enhancement request. Patrick Alexander clarified that no support involvement was required, and the ticket was intended for a Jira enhancement request for Airbnb. The requestor was later changed to Gina Groom from Airbnb. The Jira issue RA-17126 was created, progressed through various stages, and was eventually closed.","The enhancement request is to investigate and implement REST methods that allow markdown in rich text fields for all solutions, specifically for Airbnb.",Neutral,,,,,,,,0
1752156,On-hold,5/13/2025 15:39,Low,RightAnswers Solution Manager,(5) In Development (Planned),Hitachi Vantara,6/5/2025 12:54,Normal,"The customer, Matthew, requested an enhancement to display the solution ID in the warning message when a user attempts to delete a solution. This request was submitted by Farida Hesham, an Application Support Engineer at Upland Software, and was marked as a high-priority request due to the customer's platinum status. The request was reviewed and forwarded to the product management team, who confirmed that the enhancement is being developed and will be released in the 2025R2 update.","The enhancement request is to modify the warning message that appears when a user tries to delete a solution, so that it includes the solution ID. This will provide users with an additional point of validation to ensure they are deleting the correct solution.",Positive,,,,,,,,0
1756033,Open,5/20/2025 19:30,,Provide Admins with the Ability to Make Some Attributes a Mandatory Field,(2) Product Management Review,John Lewis Plc,6/3/2025 10:28,Normal,"The customer, JLP Knowledge Admin, requested an enhancement to the platform to allow Admins to define mandatory attributes. This feature is intended to improve AI prompt building by ensuring authors complete necessary fields like 'Article Type'. The request was assigned to the Right Answers Support group and flagged for review by the Product Management team. Jane Reynolds highlighted the importance of metadata for AI prompt building and requested Felipe Fernandes to review the request.","The enhancement request is to enable Admins to define which attributes are mandatory on the platform. This is crucial for AI prompt building, as it ensures that fields like 'Article Type' are completed by authors, allowing AI to behave in specific ways based on these attributes.","The overall sentiment is positive and collaborative, with a sense of urgency to address the enhancement request due to its importance for AI prompt building.",,,,,,,,0
1756096,Closed,5/20/2025 20:55,Medium,Request to Expose Audience-Related Metadata in /api/rest/solutionsByLmd for Efficient Filtering and Ingestion,(6) In Development (Assigned to Release),Hitachi Vantara,7/16/2025 8:52,Low,"Matthew Griesinger submitted a request to enhance the `/api/rest/solutionsByLmd` API by adding metadata fields for audience visibility, aiming to reduce redundant API calls and improve processing efficiency. The request was acknowledged by Khaled Yehia and forwarded to the product team. Felipe Fernandes later confirmed that the enhancement was being worked on, with the addition of 'Collections' and 'Taxonomy' metadata fields, and was scheduled for release in version 2025R1.1. The JIRA issue related to this enhancement was eventually closed after QA approval.","Enhance the `/api/rest/solutionsByLmd` API to include 'Collections Main Audience' as a required field, and 'revisionID', 'taxonomy', and 'workgroup' as additional metadata fields to improve audience visibility and reduce redundant API calls.",Positive,Delivered,,,,,,,0
1756105,Open,5/20/2025 21:15,,"Request for Workflow Enhancements: State Change Tracking, Coach Group Integration, Custom Notifications, and Visibility Logic",(2) Product Management Review,Hitachi Vantara,5/20/2025 21:17,Low,"Matthew Griesinger requested several independent enhancements to the Workflow system, including tracking before and after state changes, integrating Coach Groups, adding custom prompts/notifications, and adjusting hierarchical visibility settings. Khaled Yehia acknowledged the request, confirmed all necessary information was received, and forwarded it to the product team for review.",The request involves four separate enhancements: 1) Allow workflow rules to track both the original and new states of an article to enforce valid state transitions. 2) Integrate Coach Groups into the Workflow system for triggering rules and sending notifications. 3) Implement custom prompts/notifications to explain workflow rule triggers to end users. 4) Automatically adjust visibility settings based on hierarchical selections to reduce redundancy.,"Positive, as the customer was thanked for the request and assured that it would be reviewed by the product team.",,,,,,,,0
1756110,Open,5/20/2025 21:23,,Request for Follow/Unfollow Functionality and Notification Customization for Portal Users,(2) Product Management Review,Hitachi Vantara,5/20/2025 21:30,Normal,"Matthew Griesinger requested enhancements for portal users to follow/unfollow content based on criteria like Solution ID, attributes, or taxonomy, with support for notifications and customizable email templates. Khaled Yehia acknowledged the request and forwarded it to the product team for evaluation.","Enhancements requested include: 1) Follow/Unfollow by Solution ID, Attribute, or Taxonomy; 2) API for Follow/Unfollow Control; 3) Configurable Notification Types; 4) Customizable Email Templates. Each enhancement should be evaluated and implemented independently.","Positive, with a sense of anticipation for the enhancements.",,,,,,,,0
1756844,Open,5/21/2025 19:50,,Scheduled 'Bulk Edit' Functionality,(3) Needs Customer Feedback,Hitachi Vantara,6/5/2025 12:32,Low,"Matthew Griesinger from Hitachi Vantara requested the ability to schedule bulk edits for recurring administrative tasks to reduce manual intervention and optimize system utilization. Kyle Kremer confirmed that while bulk edits are available, scheduling them is not currently possible. Matthew then submitted an enhancement request for scheduled bulk edits and API support. The request was forwarded to the product team for consideration. Felipe Fernandes from Upland Product Management asked for more details on the use case, which Matthew provided, highlighting the need for enforcing user behaviors and scheduling time-sensitive updates. Stephen Harley suggested a potential workaround using workflows.","Matthew Griesinger requested the addition of functionality to support scheduled bulk edits within the system, either through the UI or via the REST API, to automate recurring administrative cleanup tasks. This includes the ability to configure and schedule bulk edits directly within the system interface and extend the REST API to include endpoints for bulk edit operations.","The overall sentiment is neutral to positive. Matthew is proactive and detailed in his request, and the support team is responsive. The urgency is moderate, as the request aims to improve efficiency rather than address an immediate issue.",,,,,,,,0
1764271,Open,6/4/2025 17:42,,Bulk editor should be able to change attribute values,(2) Product Management Review,Comcast Cable National Customer Operations,6/6/2025 14:13,High,"Kate Cywinski from Comcast Cable National Customer Operations requested the ability to bulk edit attribute sets to replace one author NTID with another across multiple articles. This feature is crucial for their automation process related to user feedback and author assignment. The current process is slow and error-prone. Bishoy Hany from RightAnswers Support acknowledged the request, asked for additional information, and forwarded the request to the product team for review.","The request is to implement a feature that allows bulk editing of attribute sets, specifically to replace author NTIDs across multiple articles. This is essential for automating user feedback and author assignment processes.","The customer sentiment appears to be neutral to slightly positive, as they are awaiting a response from the product team. The urgency is high due to the customer's Diamond status and the importance of the feature for their operations.",,,,,,,,0
1764275,Open,6/4/2025 17:48,,Missing Comment Box for 2 of 3 Feedback Resolution Categories,(2) Product Management Review,Comcast Cable National Customer Operations,8/11/2025 8:58,High,"Kate Cywinski from Comcast Cable National Customer Operations reported a bug where only the 'Other' resolution category in user feedback threads allowed comments. This was confirmed as a bug by Stephen Harley. The request was to fix this issue for all resolution categories to support an upcoming automation project. The issue was reviewed and fixed as part of ticket RA-17391, with changes implemented in the 2025R1 release, including API enhancements and UI updates.","The request was to ensure that the comment box is available for all resolution categories ('Answer to question', 'Knowledge Updated', and 'Other') when resolving user feedback threads, to support an upcoming automation related to user feedback and author assignment.",Positive,,,,,,,,0
1765158,Open,6/5/2025 20:45,,API fields question,(2) Product Management Review,"Celonis, Inc.",7/18/2025 13:19,Normal,Michelle Stumpf from a Platinum account inquired about accessing specific fields via the API. Mohamed Gamal Elsayed from support confirmed these fields are not currently accessible and suggested raising a web services customization request. Michelle provided detailed business impact and current workaround information. Mohamed confirmed the request was sent to the product team for review.,"Michelle requested API access to three specific fields within RightAnswers to enable direct and reliable data extraction into internal reporting tools, improving reporting accuracy and operational efficiency.",Urgent and negative due to the impact on operational efficiency and data accuracy.,,,,,,,,0
1765208,Open,6/5/2025 22:20,,BUG: Default Content Not Displaying in Custom Template Field,(2) Product Management Review,Hitachi Vantara,7/30/2025 2:02,Normal,"Matthew Griesinger reported an issue where default content in a custom template field ('Sign In Notification') was not displaying as expected in guest view, despite being configured correctly. The issue was investigated by Upland Support, who initially suspected a bug. After extensive troubleshooting, it was discovered that the default content required a manual action (pressing an 'inject' button) to display, which was not intuitive for the user. The customer expressed dissatisfaction with this design and requested an enhancement to make default content display automatically.","The customer requests an enhancement to the system so that default content within templates displays automatically without requiring manual action, such as pressing an 'inject' button. This change is crucial for their SEO initiative and has executive visibility.",Frustrated and urgent due to the impact on a high-visibility project and the inefficiency of the current workaround.,,,,,,,,0
1769214,Open,6/13/2025 13:02,,Cannot add images to Community Questions,(2) Product Management Review,LabVantage Solutions,6/27/2025 19:11,Normal,"Jeff Vannest reported an issue with the inability to add images inline in Community Questions using the same TinyMCE features available in the Solution Manager. Alaa Fadel from technical support confirmed that this feature is not supported and suggested raising an enhancement request. Jeff agreed to proceed with the enhancement request, providing detailed requirements and business impact. The request was forwarded to the product team for consideration.","Enhancement request to enable inline image embedding in Community Questions using the same TinyMCE features as in the Solution Manager. This includes pasting images directly from the clipboard and additional options for inserting videos, files, and images.",Neutral with a sense of urgency due to the impact on operational efficiency and ROI.,,,,,,,,0
1775606,Open,6/25/2025 15:04,,Accessibility Request,(2) Product Management Review,"Peckham, Inc.",7/8/2025 3:01,Normal,"Roxanna Cabrera-Valdes from Peckham, Inc. reported an issue where JAWS users do not receive a notification when an email is sent through the RightAnswers (RA) portal. She requested a pop-up window as a confirmation message to improve accessibility. The support team acknowledged the request, confirmed it as an enhancement request, and forwarded it to the product team for consideration in future releases.",The request is to implement a pop-up window or similar visual cue that serves as a confirmation message when an email is sent through the RA portal. This feature should be detectable by screen readers like JAWS to improve accessibility for visually impaired users.,Positive,,,,,,,,0
1782468,Open,7/8/2025 15:56,,Inquiry About Contextual Help Popups in RightAnswers,(1) Submitted,Hitachi Vantara,8/16/2025 1:22,Low,"Matthew Griesinger from Hitachi Vantara inquired about the capability of RightAnswers to support contextual help popups within their internal web application, similar to their previous platform, MindTouch/CXOne. Tuka Nabil from RightAnswers Support responded, stating that while contextual help popups are not currently available, a Glossary feature is being introduced in an upcoming release. Tuka offered to raise an enhancement request for the contextual help popups. Matthew agreed and asked Deborah Fuhrmann to fill out the enhancement request form. Deborah provided detailed responses to the enhancement request form, emphasizing the need for contextual help popups to improve user productivity.","The enhancement request is to add contextual help popup functionality in RightAnswers, allowing users to view relevant knowledge base articles within another app or site without navigating away.",Neutral to Positive,,,,,,,,0
1786825,Open,7/15/2025 22:13,High,Request for Auto Search Filter in Search Metrics (for KCS and Reporting),(2) Product Management Review,Hitachi Vantara,8/9/2025 3:02,Normal,"Matthew Griesinger from Hitachi Vantara Global Support reported an issue with RightAnswers' search metrics, where auto-searches triggered by Salesforce or RAX integrations are mixed with agent-initiated searches, making it difficult to measure true search activity. The request was to keep auto-search enabled but allow filtering in reports. Farida Hesham from RightAnswers Support engaged with Matthew to clarify requirements and explore solutions. The issue was escalated internally, and after several discussions, it was determined that the feature does not currently exist and an enhancement request (ER) was submitted.","The enhancement request is to enable filtering or segmenting of auto-searches in search metrics reports, such as Daily Data Extract and Portal Reports, by adding a flag or prefix to distinguish between auto and manual searches.","Neutral to slightly positive, with a moderate level of urgency due to its impact on KCS reporting.",,,,,,,,0
1787255,Open,7/16/2025 15:45,Medium,Question about notifying users when a solution is updated,(2) Product Management Review,"Cox Communications, Inc.",8/8/2025 1:02,Normal,"John Fleming from Cox Communications inquired about a feature to subscribe to solutions and receive notifications upon updates. Farida Hesham from Upland Software Support confirmed the absence of such a feature but suggested a workaround using a workflow in Solution Manager. Kathleen Tuttle tested the workaround but faced issues with email notifications and login prompts. An enhancement request was submitted to the product team, and a layout issue was identified and fixed in the dev environment. Testing was delayed due to access issues, and the workaround did not send notifications as expected.",The customer requests a feature allowing users to subscribe to solutions and receive email notifications when updates occur. This feature should also support subscribing others and email distribution lists.,Overall sentiment is neutral. The customer appreciates the workaround but is dissatisfied with its current functionality. Urgency is moderate due to the importance of staying updated on solution changes.,,,,,,,,0
